Time,Temperature,Humidity,CloudCover,SolarAngle,Radiation,Power
2024-01-01 00:00:00,27.49080237694725,71.88970284118471,18.513292883861965,46.71736066225962,593.2073604680548,101.08182035847975
2024-01-01 01:00:00,39.01428612819832,62.165781980647225,54.190094737835814,43.126368986675786,313.16097458088046,46.094587835378896
2024-01-01 02:00:00,34.6398788362281,48.571656977179664,87.29458358764083,2.307785922579212,5.1161627871625965,-3.506345280598016
2024-01-01 03:00:00,31.973169683940732,78.82770118241692,73.22248864095612,30.71230448635407,136.76013111033302,34.69933635839017
2024-01-01 04:00:00,23.12037280884873,71.08387035323275,80.65611478614497,34.21760569072713,108.77791942608366,40.02727640988172
2024-01-01 05:00:00,23.119890406724053,39.75701636069348,65.87833667107174,35.894050280721046,200.05129839208607,23.946680664810316
2024-01-01 06:00:00,21.161672243363988,84.65563106963054,69.22765645178525,52.215513230459905,243.2002724068867,78.49382586056778
2024-01-01 07:00:00,37.3235229154987,79.35223457539014,84.91956515653193,48.02422920541906,112.11213300998728,16.99995458114608
2024-01-01 08:00:00,32.022300234864176,86.98799479751544,24.966800885918595,54.711458351410016,612.4608416877636,122.064822450584
2024-01-01 09:00:00,34.161451555920905,73.5431705033016,48.942496364314046,68.83949353879154,476.14841410723386,80.2854492384903
2024-01-01 10:00:00,20.411689885916047,66.80491175614739,22.120944181960223,73.16871648444841,745.4283726391957,100.6008693223803
2024-01-01 11:00:00,39.39819704323989,55.09458217743713,98.7668007996647,64.6310768603845,11.142791027369082,19.90946613269481
2024-01-01 12:00:00,36.648852816008436,85.9637090012408,94.40593396866133,85.99713263594413,55.80419632001003,25.897717205850675
2024-01-01 13:00:00,24.246782213565524,81.9638333700245,3.94268113685059,1.6409324408725467,27.50674220237594,-0.12520270188908
2024-01-01 14:00:00,23.636499344142013,32.713120206371364,70.55751725156884,17.620018711519148,89.12325202322654,19.164464749142745
2024-01-01 15:00:00,23.668090197068675,31.58201846983512,92.52483174156659,0.6806587480327908,0.8880093847464245,10.496386231031275
2024-01-01 16:00:00,26.084844859190753,52.58780201268297,18.057534512733355,58.27272427391427,696.9705404666695,108.14319095560305
2024-01-01 17:00:00,30.495128632644757,78.63319984690997,56.79452305526295,80.82274940549883,426.5243251334439,74.72381147976289
2024-01-01 18:00:00,28.638900372842315,89.23656775889667,91.54882975880419,21.913406691866935,31.540179555848045,22.19332950360615
2024-01-01 19:00:00,25.824582803960837,39.02501346621169,3.394597858579884,83.4331090316676,959.7157578939137,166.8573631153978
2024-01-01 20:00:00,32.23705789444759,65.6478429211281,69.742026724684,5.424065126060476,28.601789989878498,11.591516641308285
2024-01-01 21:00:00,22.789877213040835,52.85345139786129,29.734900737255078,84.09924241249628,698.9279667379105,112.65395725511401
2024-01-01 22:00:00,25.842892970704362,88.19486386887618,92.43961953765304,31.646041851567098,39.66706095391438,17.262011839453404
2024-01-01 23:00:00,27.327236865873836,80.52713538814251,97.10582451653677,9.127874560429486,4.591274495064843,0.2054252530632973
2024-01-02 00:00:00,29.12139968434072,80.29972228266827,94.42664891134339,43.72845832676931,38.52531106627274,-24.59757410485564
2024-01-02 01:00:00,35.70351922786027,58.12158958769822,47.42142166574638,23.109891094845715,206.36876504953827,64.56854009905109
2024-01-02 02:00:00,23.993475643167194,54.88917014025991,86.20426509893134,25.638561176573056,59.693124276668954,-2.7532066806271924
2024-01-02 03:00:00,30.284688768272233,46.40442431584238,84.45493985350704,27.65609684336579,72.15449095580867,-1.7741505491258849
2024-01-02 04:00:00,31.848291377240848,33.382529799055625,31.910047324325564,72.27233080493971,648.5667042591108,133.72472479644102
2024-01-02 05:00:00,20.929008254399953,81.8833425753032,82.89154741506773,48.52451490077291,128.18322722992312,48.60939243455893
2024-01-02 06:00:00,32.150897038028766,78.77406054780465,3.700763471549262,28.01769292404033,452.36007286237367,70.1555781929068
2024-01-02 07:00:00,23.41048247374583,89.98306039716783,59.6269878482053,54.93004049798265,330.4333553700818,67.3202680709758
2024-01-02 08:00:00,21.30103185970559,89.79821022443431,23.000883728770305,64.45356068008742,694.7137855475144,147.51908711611435
2024-01-02 09:00:00,38.977710745066666,63.32590233615765,12.056688577727881,24.536160066018038,365.1999447660163,86.90210109846615
2024-01-02 10:00:00,39.31264066149119,76.13924491083063,7.695320162920916,37.21941913728163,558.3224366490981,115.19331843536412
2024-01-02 11:00:00,36.167946962329225,86.68594379294568,69.62887758781397,10.96974840032528,57.79341519468335,4.2181262572702245
2024-01-02 12:00:00,26.092275383467413,80.97884344064468,33.98749637680661,16.303441458121227,185.31317759245277,20.510831105516164
2024-01-02 13:00:00,21.95344228012768,44.84088610459186,72.47667715287615,61.300606856848454,241.42117039938708,50.007111740804916
2024-01-02 14:00:00,33.684660530243136,57.03264811860561,6.535634079894237,16.329451292606425,262.78444195215906,31.114108150719677
2024-01-02 15:00:00,28.803049874792027,37.7495649090897,31.529033783061035,47.26470453003542,502.91698345053754,42.15638702021538
2024-01-02 16:00:00,22.440764696895577,87.24306163552333,53.949129237533725,63.81416355501894,413.2455397688215,91.38030403691766
2024-01-02 17:00:00,29.903538202225405,66.3704780670528,79.07231648389636,9.618923078526946,34.96898355335208,25.072493532394322
2024-01-02 18:00:00,20.687770422304368,43.71856833020776,31.875250293206992,51.058099766601316,529.8632077056487,58.71399283029298
2024-01-02 19:00:00,38.186408041575646,70.30204106435141,62.58913764370091,23.090650533122737,146.72054467771156,9.14949484134356
2024-01-02 20:00:00,25.17559963200034,67.08769442747375,88.5977748236187,86.66341877138218,113.82896815720777,35.14887885154551
2024-01-02 21:00:00,33.25044568707964,51.48976308197043,61.58631881823046,43.51910820479323,264.5152451435017,94.05295842293432
2024-01-02 22:00:00,26.23422152178822,36.81345553197774,23.295947475363377,72.53932947976423,731.697705736103,146.75541530072877
2024-01-02 23:00:00,30.401360423556216,70.29439173556798,2.440078155653802,49.52038879406356,742.076886688225,133.85531851306234
2024-01-03 00:00:00,30.934205586865595,61.2184620542276,87.00988739009298,3.9071279569337247,8.851385878426958,-1.8876516464114115
2024-01-03 01:00:00,23.69708911051054,76.33910350413836,2.126941085038714,56.98362380346201,820.6801485687868,191.63355809672106
2024-01-03 02:00:00,39.39169255529117,61.209810066719605,87.47016726841994,85.62630079859913,124.93344153847104,12.067404725203502
2024-01-03 03:00:00,35.502656467222295,81.1308900191124,52.8937134027212,54.145063813169806,381.7976675989635,60.37569338678763
2024-01-03 04:00:00,38.78997883128378,63.114410326469134,93.90676985128962,73.72699734841112,58.491197106948164,2.043368977748985
2024-01-03 05:00:00,37.89654700855297,63.656278292123176,79.87832357736654,79.5785817013567,197.89747647801772,20.512923130429304
2024-01-03 06:00:00,31.957999576221702,82.5992161595007,99.79341105333374,20.527179475403923,0.7244075962229848,2.5982878391405073
2024-01-03 07:00:00,38.437484700462335,54.208971972743825,35.071181545171015,19.0840355917404,212.2877546120668,74.95112009180457
2024-01-03 08:00:00,21.76985004103839,38.04091370703844,76.71882889311269,54.988288996589255,190.68089104712703,44.597763671745994
2024-01-03 09:00:00,23.919657248382904,31.726960578800337,40.193091360924214,36.99256228260342,359.86495442521806,66.92592084251787
2024-01-03 10:00:00,20.90454577821076,75.30823534041714,47.98756203039088,75.58751725800484,503.755523150469,94.91487925178292
2024-01-03 11:00:00,26.506606615265287,67.21857308120788,62.75054632183701,81.002081105821,367.91062719923997,42.31830926591486
2024-01-03 12:00:00,27.77354579378964,72.24478608595342,87.36771141863387,31.80792413724463,66.58142440419083,30.97848042378135
2024-01-03 13:00:00,25.426980635477918,42.777849690534644,98.40834691992951,21.318350307703387,5.786448527755889,-0.39945423470486285
2024-01-03 14:00:00,36.57475018303859,38.18228853520618,76.82734138645182,70.24729637194757,218.09180976419168,40.008763681025826
2024-01-03 15:00:00,27.135066533871786,30.872679940072917,41.77667821673337,24.732543199332248,243.5964956746329,112.5814504918238
2024-01-03 16:00:00,25.618690193747614,51.03525352839582,42.13570022770702,74.03528866623105,556.3254777294983,117.24015371321339
2024-01-03 17:00:00,30.853921663164968,65.39506121127798,73.75823015888915,38.13644282838865,162.05244881713153,17.37466876152262
2024-01-03 18:00:00,22.818484499495252,53.53464270598394,23.877714576830233,60.07949093623234,659.7657472140445,123.42599751869803
2024-01-03 19:00:00,36.043939615080795,56.248495321423746,11.047411313139467,8.598178245120137,132.98759390351606,49.56643296463831
2024-01-03 20:00:00,21.491012873595416,84.2495216696249,35.462215764077655,56.147339220891574,535.9687598351148,109.45916017777826
2024-01-03 21:00:00,39.73773873201034,50.89532802139802,28.723899165408174,40.65909108635062,464.40437681308737,64.11531579627014
2024-01-03 22:00:00,35.44489538593315,60.83936934958865,29.630812045599008,52.79476168579267,560.4727355295244,130.47912579740895
2024-01-03 23:00:00,23.974313630683447,77.01918076446859,23.360775104990992,15.121278697037708,199.9234204035953,26.621802369939182
2024-01-04 00:00:00,20.110442342472048,53.79256693927621,4.209318963636188,66.31863704497638,877.2446289775389,212.9148813198587
2024-01-04 01:00:00,36.30922856909668,67.32520201367241,1.787393473341381,77.65173697889057,959.4053467412776,213.4820306625485
2024-01-04 02:00:00,34.13714687695234,81.74182252480472,98.77223897360315,19.506582008169808,4.099680018059833,-8.126501909563057
